utility,area,feeder,start,end,type,reason,source,url,confidence
LESCO,Garden Town,AHMED BLOCK 16601,2025-10-23T08:00:00+05:00,2025-10-23T16:00:00+05:00,scheduled,Tree trimming,manual,,0.85
